name;location;description
Beyaz Su;41.3327551,37.2259887;Mardin'in Midyat ve Nusaybin ilceleri arasinda bulunan Beyazsu  alani yazinda sonbaharda da gorsel zenginlik sunuyor.Nusaybin'den Midyat'a dogru yonelince yol ustunde Nusaybin ile Midyat arasinda 15-20 km.Beyazsu Deresi Nusaybin'e dogru akiyor. Bu cevresinde yer alan mesire yerleri ozellikle yaz aylarinda tiklim tiklim oluyor ve yer bulmak cok zor oluyormus.Cadirimizi kurduk guzel bir gece gecirdik ve bolgenin en guzel izgara cesitlerinden yedik ayrica alabaligi harikaydi kacak cay vazgecilmezdi. Burasi bolgede colde vaha gibi bir yer. Insanlar burda eskiden uyuyamiyor gece kalamayordu hatta... Insanlar turkiyenin her yerinden buraya akin akin geliyor artik. ilke imza atik bagok eteklerinde kamp yaptik korkulacak hic birsey yoktu.KAYNAK: https://www.instagram.com/diyaryollarda/
Göksu Barajı;40.4448688,37.6838118;Goksu Baraji, Diyarbakir'da, Goksu Cayi uzerinde, sulama amaciyla 1987-1991 yillari arasinda insa edilmis bir barajdir. Kamp yapmak icin uygundur.Kaynak: https://www.instagram.com/kubraakyol0/
Hasankeyf;41.412406,37.7157387;Hasankeyf, Batman'a bagli olan, iki yakasini Dicle'nin ayirdigi tarihi bir ilcedir. Ilcenin tarihi, 10.000 yil oncesine kadar gitmektedir. 1981'de dogal koruma alani ilan edilmistir.Kaynak: https://www.instagram.com/hbsincar/
Dülükbaba Mesire Alanı;38.7283779,37.9702685;https://www.kampyerleri.org/adiyaman-kamp-alanlari/
Gölbaşı Gölleri Tabiat Parkı;37.6616827,37.7977408;https://www.kampyerleri.org/adiyaman-kamp-alanlari/
Cendere Kamping;38.6084102,37.9332266;https://www.kampyerleri.org/adiyaman-kamp-alanlari/
Cendere Köprüsü;38.6084898,37.9329143;https://www.kampyerleri.org/adiyaman-kamp-alanlari/
Su Gözü Mesire Alanı Ve Kamp Alanı;37.7903,37.6679;https://www.kampyerleri.org/adiyaman-kamp-alanlari/
Gazihan Dede Mesire Alanı;38.3330788,37.6569499;https://www.kampyerleri.org/adiyaman-kamp-alanlari/
Kommagene Hotel Camping;38.6158704,37.7881968;https://www.kampyerleri.org/adiyaman-kamp-alanlari/
